Plant_ID,Year,Genotype_ID,Season,Treatment,Leaf,Intercept,GrowthRate,Duration
45,2024,IL14H,SPRING,Control,four,13.2857142,60.57142859,7.49716981
46,2024,IL14H,SPRING,Control,four,72.5999997,65.80000008,5.819148934
47,2024,IL14H,SPRING,Control,four,59,59,6.325423729
49,2024,IL14H,SPRING,Control,four,24.60000062,61.11428557,6.73437744
5,2024,B73,SPRING,Control,four,23.71428551,46.17857147,7.334261406
50,2024,IL14H,SPRING,Control,four,76.93333331,60.82857145,6.313918896
51,2024,IL14H,SPRING,Control,four,6.42857262,57.99999976,7.454679813
52,2024,IL14H,SPRING,Control,four,39.57142836,57.67857148,7.230216715
53,2024,IL14H,SPRING,Control,four,24.26666706,65.25714276,6.508610629
55,2024,IL14H,SPRING,Control,four,52.71428556,48.28571431,7.275147928
56,2024,IL14H,SPRING,Control,four,467.4349087,-15.3768923,4.000001157
57,2024,IL14H,SPRING,Control,four,53.7142858,47.24999998,7.328798187
59,2024,IL14H,SPRING,Control,four,44.6666665,54.71428575,6.589382071
6,2024,B73,SPRING,Control,four,95.46666669,49.05714285,6.464569987
60,2024,ki11,SPRING,Control,four,31.97222229,41.31666665,9.262471428
61,2024,ki11,SPRING,Control,four,41.16666726,38.83333324,9.240343354
62,2024,ki11,SPRING,Control,four,53.57142872,36.60714283,7.780682929
63,2024,ki11,SPRING,Control,four,27.77777748,43.06666672,9.606553143
64,2024,ki11,SPRING,Control,four,33.9722223,40.11666665,9.57900568
65,2024,ki11,SPRING,Control,four,53.66666664,35.67878789,10.94020724
66,2024,ki11,SPRING,Control,four,10.14285684,48.77380958,8.444227481
67,2024,ki11,SPRING,Control,four,24.52777782,46.11666667,9.301891337
68,2024,ki11,SPRING,Control,four,17.32142846,45.17857145,8.481422923
69,2024,ki11,SPRING,Control,four,34.69444513,38.9499999,9.507202974
7,2024,B73,SPRING,Control,four,48.85714282,50.2857143,7.428409089
70,2024,ki11,SPRING,Control,four,7.928571357,44.82142859,8.7250996
71,2024,ki11,SPRING,Control,four,39.41666724,38.38333325,9.791576213
72,2024,ki11,SPRING,Control,four,59.85714284,26.85714286,7.498670213
73,2024,ki11,SPRING,Control,four,60.85714313,41.97619043,8.917980717
74,2024,ki11,SPRING,Control,four,87.39285732,39.19047616,8.455042529
75,2024,ki11,SPRING,Control,four,37.88888896,41.33333332,9.42607527
76,2024,ki11,SPRING,Control,four,-14.60000274,66.00000072,5.634090896
77,2024,ki11,SPRING,Control,four,49.06666652,34.17142861,6.443492194
78,2024,ki11,SPRING,Control,four,3.694447402,44.34999953,9.358637135
79,2024,ki11,SPRING,Control,four,24.92857155,40.40476188,8.447554509
8,2024,B73,SPRING,Control,four,7.733333172,61.45714289,6.540058887
9,2024,B73,SPRING,Control,four,104.8666667,38.94285714,6.60283688
